OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,LastUpdatedDate,PlanningAuthority,DataUpdate
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0044,,Barnes Hospital,https://maps.london.gov.uk/brownfield-site-register,OSGB36,521213,175685,1.4399999999999999,unknown ownership,yes,not permissioned,,,,,43,,,,43,50,,http://richmond.gov.uk/media/15181/lbr-lp-023b-track-changes-to-publication-local-plan-in-progress-v3_171031-lores.pdf,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0045,,"Hampton Traffic Unit, 60-68, Station Road, Hampton",https://maps.london.gov.uk/brownfield-site-register,OSGB36,513758,169711,0.28000000000000003,unknown ownership,yes,not permissioned,,,,,17,,,,17,20,,http://richmond.gov.uk/media/15181/lbr-lp-023b-track-changes-to-publication-local-plan-in-progress-v3_171031-lores.pdf,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0046,,"Hampton Delivery Office, Rosehill, Hampton",https://maps.london.gov.uk/brownfield-site-register,OSGB36,513443,169652,0.12,unknown ownership,,not permissioned,,,,,9,,,,9,10,,http://richmond.gov.uk/media/15181/lbr-lp-023b-track-changes-to-publication-local-plan-in-progress-v3_171031-lores.pdf,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0047,,"Telephone Exchange, High Street, Teddington",https://maps.london.gov.uk/brownfield-site-register,OSGB36,516258,171100,0.17000000000000001,unknown ownership,,not permissioned,,,,,17,,,,17,20,,http://richmond.gov.uk/media/15181/lbr-lp-023b-track-changes-to-publication-local-plan-in-progress-v3_171031-lores.pdf,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0048,,"Teddington Delivery Office, 19 High Street, Teddington",https://maps.london.gov.uk/brownfield-site-register,OSGB36,515990,171141,0.059999999999999998,unknown ownership,,not permissioned,,,,,9,,,,9,10,,http://richmond.gov.uk/media/15181/lbr-lp-023b-track-changes-to-publication-local-plan-in-progress-v3_171031-lores.pdf,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0049,,"Strathmore Centre, Strathmore Road",https://maps.london.gov.uk/brownfield-site-register,OSGB36,515136,171763,0.63,unknown ownership,,not permissioned,,,,,26,,,,26,30,,http://richmond.gov.uk/media/15181/lbr-lp-023b-track-changes-to-publication-local-plan-in-progress-v3_171031-lores.pdf,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0050,,"Station Yard, Twickenham",https://maps.london.gov.uk/brownfield-site-register,OSGB36,516050,173593,0.17000000000000001,unknown ownership,,not permissioned,,,,,17,,,,17,20,,https://www.richmond.gov.uk/twickenham_area_action_plan,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0051,,"Telephone Exchange, Garfield Road, Twickenham",https://maps.london.gov.uk/brownfield-site-register,OSGB36,516325,173427,0.17999999999999999,unknown ownership,,not permissioned,,,,,17,,,,17,20,,https://www.richmond.gov.uk/twickenham_area_action_plan,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0052,,"Police Station, London Road, Twickenham",https://maps.london.gov.uk/brownfield-site-register,OSGB36,516177,173435,0.23000000000000001,unknown ownership,,not permissioned,,,,,17,,,,17,20,,https://www.richmond.gov.uk/twickenham_area_action_plan,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0053,,Twickenham Riverside (Former Pool Site) and south of King Street,https://maps.london.gov.uk/brownfield-site-register,OSGB36,516272,173179,1.0600000000000001,unknown ownership,,not permissioned,,,,,9,,,,9,10,,https://www.richmond.gov.uk/twickenham_area_action_plan,The minimum and maximum number of dwellings that the land is capable of supporting are estimates. The estimates are derived from the residential capacity estimates in the London Strategic Housing Land Availability Assessment 2017. The number of dwellings,2017-12-13,2017-12-13,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0055,,"63 - 71 High Street, Hampton Hill",https://maps.london.gov.uk/brownfield-site-register,OSGB36,514241,170834,0.23999999999999999,unknown ownership,yes,permissioned,full planning permission,,http://www2.richmond.gov.uk/Plandata2/Planning_CaseNo.aspx?strCASENO=16/4553/FUL,,41,,,,41,41,,,,2018-12-20,2018-12-20,Richmond upon Thames,2019
http://opendatacommunities.org/id/london-borough-council/richmond,London Borough of Richmond upon Thames,RBR/17/0054,,Land at 149 - 151 Heath Road Twickneham,https://maps.london.gov.uk/brownfield-site-register,OSGB36,515667,173102,0.27000000000000002,unknown ownership,yes,permissioned,full planning permission,2017-10-16,http://www2.richmond.gov.uk/PlanData2/Planning_CaseNo.aspx?strCASENO=16/3450/FUL,,9,,,,9,9,,,,2018-12-20,2018-12-20,Richmond upon Thames,2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/32,DCS37,"""Big Yellow Storage (Wales Farm Road)""",https://data.london.gov.uk/,ETRS89,-0.26153969199999999,51.519569879999999,0.5,not owned by a public authority,,not permissioned,,,,,50,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/31,DCS36,3 Portal Way,https://data.london.gov.uk/,ETRS89,-0.26225412799999998,51.520037279999997,0.20000000000000001,not owned by a public authority,,not permissioned,,,,,100,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/30,DCS35,"""2 Portal Way, Acton  W3 6RT""",https://data.london.gov.uk/,ETRS89,-0.261495486,51.52073034,0.20000000000000001,not owned by a public authority,,pending decision,,,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?keyVal=OY0WU3JM0E200&activeTab=summary,,300,"""Two buildings of 25 and 35 storeys comprising 380 residential flats""","""11 ground floor commercial kitchens, and 2,208sqm NIA of flexible office space""",,,,,,Permission is subject to S106 being agreed,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/33,DCS39,Westway Estate,https://data.london.gov.uk/,ETRS89,-0.25306700599999998,51.52012929,3.7000000000000002,not owned by a public authority,,not permissioned,,,,,1400,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/34,DCS40,Old Oak Common Lane sites,https://data.london.gov.uk/,ETRS89,-0.25153633800000003,51.521258000000003,0.59999999999999998,mixed ownership,,not permissioned,,,,,350,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/29,DCS34,Algerian Embassy,https://data.london.gov.uk/,ETRS89,-0.26261884099999999,51.521679589999998,0.40000000000000002,not owned by a public authority,,not permissioned,,,,,200,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/26,DCS31,"""Carphone Warehouse 1 Portal Way Acton W3 6RT""",https://data.london.gov.uk/,ETRS89,-0.26082250200000001,51.52157691,1.1000000000000001,not owned by a public authority,yes,permissioned,outline planning permission,2016-08-08,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZW7QJMTA375,,760,""" 8 blocks ranging in height from 6 to 32 storeys to incorporate up to 764 residential flats""","""5,134 sq.m (GEA) of flexible commercial uses""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/28,DCS33,"""Perfume Factory South, 140 Wales Farm Road, Acton W3 6UG""",https://data.london.gov.uk/,ETRS89,-0.25800826199999999,51.521763569999997,0.5,not owned by a public authority,yes,permissioned,full planning permission,2017-12-06,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OQIGENJM09L00,,250,"""Five buildings of 5, 7, 10, 11 and 31 storeys comprising 736 student bed spaces, 85 residential flats""","""6214sqm (GIA) of Office (B1) floorspace""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/27,DCS32,"""The Portal,The Portal Land At Wales Farm Road & Portal Way. Acton W3 6EJ"" ",https://data.london.gov.uk/,ETRS89,-0.259371782,51.522012220000001,0.10000000000000001,mixed ownership,,pending decision,,,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=OFPEEQJM09L00,,350,"""Part 10, part 36 storey building comprising 355 residential units, 30% affordable""","""549sqm (GIA) of flexible use class A1 and/or A2 and/or A3 and/or A4 and/or B1 and/or D1 and/or D2 floorspace""",,,,,,Permission is subject to S106 being agreed,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/25,DCS30,"""6 Portal West, North Acton W3 6RU"" ",https://data.london.gov.uk/,ETRS89,-0.26205328500000002,51.522109069999999,0.59999999999999998,not owned by a public authority,yes,permissioned,full planning permission,2017-02-14,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?keyVal=O4G865JM02A00&activeTab=summary,,580,"""Four buildings of 2, 9, 11, 32 and 42 storeys comprising 578 residential flats, 164 affordable""","""3179sqm (GIA) of flexible use class A1 and/or A2 and/or A3 and/or A4 and/or B1 and/or D1 and/or D2 floorspace""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/23,DCS27,"""Perfume Factory North,  140 Wales Farm Road , Acton W3 6UG""",https://data.london.gov.uk/,ETRS89,-0.25750084299999998,51.522269960000003,0.5,not owned by a public authority,yes,pending decision,,,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=P589MSJM0E200,,250,"""3 No. buildings between 12 and 25 storeys in height, 380 residential units""","""1,403 sq.m of flexible A1/A2/A3/A4/A5/B1/D1/D2 use class floorspace, the provision of public open space, roof top amenity space, landspacing, car and cycle parking and refuse storage """,,,,,,Permission subject to s106,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/22,DCS26,"""Holbrook House, Victoria Road  Acton  W3 6UW""",https://data.london.gov.uk/,ETRS89,-0.25866616399999998,51.522915390000001,0.10000000000000001,not owned by a public authority,yes,permissioned,full planning permission,2017-02-14,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?keyVal=O4SO8BJM02F00&activeTab=summary,,424,"""16 to 24-storey buildings comprising 424 student bed spaces""","""Commercial unit for flexible Use Classes A1, A2, A3, A5, B1 or D1 uses""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/24,DCS29,Victoria Estate,https://data.london.gov.uk/,ETRS89,-0.25725760600000003,51.52064841,1.7,not owned by a public authority,,not permissioned,,,,,1100,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/20,DCS24,Boden House,https://data.london.gov.uk/,ETRS89,-0.25664979900000001,51.523780029999998,0.69999999999999996,not owned by a public authority,,not permissioned,,,,,300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/17,DCS21,Mitre Industrial Estate,https://data.london.gov.uk/,ETRS89,-0.23099096999999999,51.52450013,0.90000000000000002,not owned by a public authority,,not permissioned,,,,,200,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/18,DCS22,Tea Crate,https://data.london.gov.uk/,ETRS89,-0.23160140700000001,51.523709889999999,0.40000000000000002,not owned by a public authority,,not permissioned,,,,,150,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/21,DCS25,Midland Gate,https://data.london.gov.uk/,ETRS89,-0.25338509599999998,51.525368499999999,0.20000000000000001,not owned by a public authority,,not permissioned,,,,,50,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/9,DCS11 (2017),Mitre Wharf,https://data.london.gov.uk/,ETRS89,-0.23409697199999999,51.526240960000003,0.10000000000000001,not owned by a public authority,,not permissioned,,,,,100,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/8,DCS10 (2017),North Kensington Gate South,https://data.london.gov.uk/,ETRS89,-0.23435597799999999,51.526644570000002,0.10000000000000001,not owned by a public authority,yes,permissioned,full planning permission,2017-05-05,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6045&Ver=4,,164,"""6 to 20-storey buildings, 164  C3 homes of which 44 affordable""","""750 sqm commerical floorspace""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/7,DCS9 (2017,Mitre Yard,https://data.london.gov.uk/,ETRS89,-0.235433261,51.527193740000001,0.5,not owned by a public authority,yes,permissioned,full planning permission,2017-07-12,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6060&Ver=4,,200,"""19-storey building, 200 C3 homes of which 67 affordable""","""609 sqm flexible  non-residential, 514 sqm B1/artist studios workspace""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/13,DCS16 (2017),"""Oaklands, Old Oak Common Lane, London, NW10 6DU""",https://data.london.gov.uk/,ETRS89,-0.24916603600000001,51.527170980000001,1,not owned by a public authority,yes,permissioned,full planning permission,2016-07-13,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6033&Ver=4,,605,"""6 to 26-storey buildings, 601 C3 homes of which 242 affordable""","""3500 sqm commercial, A1, A2, A3, A4, B1, D1, D2""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/6,DCS8 (2017,North Kensington Gate North,https://data.london.gov.uk/,ETRS89,-0.23540234900000001,51.52799272,0.20000000000000001,not owned by a public authority,yes,permissioned,full planning permission,2017-03-01,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6044&Ver=4,,47,"""4-storey and 11-storey buildings, 47 C3 homes of which 15 affordable""","""165sqm commercial floorspace, A1, A2, A3""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/15,DCS20/22 (2017),Old Oak Common Station and surroundings,https://data.london.gov.uk/,ETRS89,-0.24598,51.526319999999998,12.300000000000001,mixed ownership,,not permissioned,,,,,350,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/12,DCS15 (2017),Oaklands North,https://data.london.gov.uk/,ETRS89,-0.24892771699999999,51.527814589999998,0.69999999999999996,owned by a public authority,,not permissioned,,,,,200,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/37,DCS43,First Central and surrounds,https://data.london.gov.uk/,ETRS89,-0.282545928,51.530041539999999,2.7000000000000002,not owned by a public authority,yes,permissioned,full planning permission,2013-06-27,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZW7UJMTA945,,393,,229 room hotel,,,,,,This site includes an extant pemission for a hotel to the south of Coronation Road which has not been built out,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/11,DCS13 (2017),2 Victoria Terrace,https://data.london.gov.uk/,ETRS89,-0.256047582,51.524965469999998,0,not owned by a public authority,,not permissioned,,,,,10,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/5,DCS7 (2017),Cumberland  Business Park,https://data.london.gov.uk/,ETRS89,-0.23736965400000001,51.52921508,1.1000000000000001,not owned by a public authority,,not permissioned,,,,,300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/37,DCS43,First Central and surrounds,https://data.london.gov.uk/,ETRS89,-0.282545928,51.530041539999999,2.7000000000000002,not owned by a public authority,yes,permissioned,full planning permission,2013-06-27,https://pam.ealing.gov.uk/online-applications/applicationDetails.do?activeTab=summary&keyVal=ZZZW7UJMTA945,,393,,229 room hotel,,,,,,This site includes an extant pemission for a hotel to the south of Coronation Road which has not been built out,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/4,DCS6 (2017),EMR,https://data.london.gov.uk/,ETRS89,-0.241982641,51.52997671,1.8,owned by a public authority,,not permissioned,,,,,1100,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/2,DCS2 (2017),2 Scrubs Lane,https://data.london.gov.uk/,ETRS89,-0.23772480800000001,51.531963159999997,0.10000000000000001,not owned by a public authority,yes,permissioned,full planning permission,2017-10-11,https://www.london.gov.uk/moderngovopdc/ieListDocuments.aspx?CId=381&MId=6062&Ver=4,,85,"""20-storey building, 85 C3 homes  of which 28 affordable""","""225sqm non-residential floorspace, A1, A3, B1""",,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/1,DCS1 (2017),Harrow Road,https://data.london.gov.uk/,ETRS89,-0.240300864,51.532460440000001,1.6000000000000001,owned by a public authority,,not permissioned,,,,,700,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/41,,Ursula Lapp Estate,https://data.london.gov.uk/,ETRS89,-0.24665999999999999,51.531359539999997,0.80000000000000004,not owned by a public authority,,not permissioned,,,,,250,,,,,,,,,2018-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/10,DCS12 (2017),Willesden Junction Depot,https://data.london.gov.uk/,ETRS89,-0.239968346,51.531449430000002,0.20000000000000001,owned by a public authority,,not permissioned,,,,,100,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/3,DCS5 (2017),Car Giant,https://data.london.gov.uk/,ETRS89,-0.23969375600000001,51.527271589999998,9.6999999999999993,not owned by a public authority,,not permissioned,,,,,5300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/16,DCS19,Big Yellow Storage,https://data.london.gov.uk/,ETRS89,-0.23353859799999999,51.524900189999997,0.20000000000000001,not owned by a public authority,,not permissioned,,,,,50,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/19,DCS23,Acton Wells,https://data.london.gov.uk/,ETRS89,-0.25533840000000002,51.524559979999999,3.5,not owned by a public authority,,not permissioned,,,,,1300,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
http://opendatacommunities.org/id/dev-corp/old-oak-and-park-royal,Old Oak & Park Royal Development Corporation,OPDC/BLR/35,DCS41,"""ASDA, Park Royal""",https://data.london.gov.uk/,ETRS89,-0.269332707,51.528419880000001,4,not owned by a public authority,,not permissioned,,,,,500,,,,,,,,,2017-12-15,2018-12-15,Old Oak and Park Royal DC (OPDC),2019
