OrganisationURI,OrganisationLabel,SiteReference,PreviouslyPartOf,SiteNameAddress,SiteplanURL,CoordinateReferenceSystem,GeoX,GeoY,Hectares,OwnershipStatus,Deliverable,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,ProposedForPIP,MinNetDwellings,DevelopmentDescription,NonHousingDevelopment,Part2,NetDwellingsRangeFrom,NetDwellingsRangeTo,HazardousSubstances,SiteInformation,Notes,FirstAddedDate,DateUpdate,SiteReferenceAlternate,Easting,Northing
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00982,,"""Waverley Garth, LS11""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00982,ETRS89,-1.550539,53.779195,0.75,owned by a public authority,yes,not permissioned,,,,,30,,,,30,30,,,,11/07/2016,01/02/2019,3147,429716,431523
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00987,,"""Spen Common Lane, Bramham""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00987,ETRS89,-1.32487,53.867947,0.84,not owned by a public authority,yes,not permissioned,,,,,9,,,,9,9,,,,11/07/2016,01/02/2019,3152,444493,441515
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00996,,"""Rocheford Court, Pepper Lane, Hunslet, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00996,ETRS89,-1.5216493,53.776189,0.34,owned by a public authority,yes,permissioned,full planning permission,17/06/2015,,,11,Residential development - 9 houses and 2 bungalows,,,11,11,,,,11/07/2016,01/02/2019,3182,431622,431201
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL00997,,"""The Former Dutton Arms, Queenswood Drive, Headingley, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL00997,ETRS89,-1.5981099,53.822417,0.21,not owned by a public authority,yes,permissioned,full planning permission,14/08/2012,,,1,"4 pairs of semi-detached houses, associated car parking and new vehicular access",,,1,1,,,,11/07/2016,01/02/2019,3184,426554,436313
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01000,,"""Station Garage Henshaw Lane Yeadon""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01000,ETRS89,-1.6888791,53.86075,0.26,not owned by a public authority,yes,not permissioned,,,,,5,,,,5,5,,,,11/07/2016,01/02/2019,3187,420560,440548
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01007,,"""St Luke's Green LS11""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01007,ETRS89,-1.5544366,53.780855,0.30,owned by a public authority,yes,permissioned,reserved matters approval,01/03/2011,,,17,"Reserved matters application for residential development of 19 dwelling houses, public open space, highways works, car parking and landscaping",,,17,17,,,,11/07/2016,01/02/2019,3195,429458,431706
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01008,,"""Elder Road LS13""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01008,ETRS89,-1.631611,53.804449,0.38,not owned by a public authority,yes,not permissioned,,,,,22,,,,22,22,,,,11/07/2016,01/02/2019,3196,424359,434302
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01018,,"""Din Buildings, Roundhay Road, LS8 3qd""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01018,ETRS89,-1.5151936,53.817598,0.33,not owned by a public authority,yes,not permissioned,,,,,8,,,,8,8,,,,11/07/2016,01/02/2019,3206,432016,435811
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01023,,"""Batley Road West Ardsley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01023,ETRS89,-1.5788153,53.716489,0.32,not owned by a public authority,yes,permissioned,full planning permission,15/02/2011,,,2,"New access and erection of five 5 bedroom detached houses with integral, attached and detached garages to vacant land",,,2,2,,,,11/07/2016,01/02/2019,3214,427894,424535
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01025,,"""Wakefield Road Drighlington""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01025,ETRS89,-1.6539105,53.753509,0.31,not owned by a public authority,yes,permissioned,full planning permission,22/03/2000,,,5,3 four bedroom detached houses,,,5,5,,,,11/07/2016,01/02/2019,3216,422918,428627
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01040,,"""Old Road, Farsley, Pudsey, LS28 5dj""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01040,ETRS89,-1.6719248,53.81031,0.25,not owned by a public authority,,permissioned,full planning permission,03/03/2017,,,10,Demolition of workshops and outbuildings within the site and the construction of eight new dwellings as well as the conversion and extension of the former workshop building on Arthur Street to form a house.,,,10,10,,,,11/07/2016,01/02/2019,3302,421701,434941
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01042,,"""The Old Vic, 17 Whitecote Hill, Bramley, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01042,ETRS89,-1.638125,53.81503,0.33,not owned by a public authority,yes,permissioned,outline planning permission,15/06/2015,,,9,Outline application (including access and parking layout) for conversion and extension of public house to nine self-contained dwellings.,,,9,9,,,,11/07/2016,01/02/2019,3304,423924,435477
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01229,,"""Sunnybank Lane, Pudsey""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01229,ETRS89,-1.7007848,53.803069,0.60,not owned by a public authority,yes,not permissioned,,,,,22,,,,22,22,,,,11/07/2016,01/02/2019,4047,419804,434127
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01623,,"""Land at 116 Cardigan Road, Headingley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01623,ETRS89,-1.5719182,53.795856,0.21,not owned by a public authority,yes,not permissioned,,,,,14,,,,14,14,,,,11/07/2016,01/02/2019,4058A,428296,433368
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01760,,"""The Faversham, Springfield Mount, LS2 9NG""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01760,ETRS89,-1.5572862,53.804261,0.32,not owned by a public authority,,not permissioned,,,,,30,,,,30,30,,,,11/07/2016,01/02/2019,5281,429254,434309
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01076,,"""University Of Leeds 20 - 28 Hyde Terrace, Woodhouse, Leeds, LS2 9ln""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01076,ETRS89,-1.5577773,53.80376,0.14,not owned by a public authority,yes,permissioned,full planning permission,21/02/2012,,,1,"Change of use, conversion and erection of 2 three storey extensions to form 27 student flats, associated cycle storage, landscaping, demolition of prefabricated office extensions",,,1,1,,,,11/07/2016,01/02/2019,3339,429222,434253
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01078,,"""Rear Of The Hollies, Park Avenue, Roundhay, Leeds, LS8 2jj""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01078,ETRS89,-1.4980857,53.832017,0.33,not owned by a public authority,yes,permissioned,full planning permission,12/12/2011,,,5,4 five bedroom terrace houses and 1 five bedroom house,,,5,5,,,,11/07/2016,01/02/2019,3341,433131,437423
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01082,,"""Servia Road, Leeds, LS7 1nj""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01082,ETRS89,-1.5469589,53.811494,0.59,not owned by a public authority,yes,not permissioned,,,,,72,,,,72,72,,,,11/07/2016,01/02/2019,3345,429929,435118
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01091,,"""New Wortley Labour Club, Oak Road, New Wortley, Leeds, LS12 2hj""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01091,ETRS89,-1.5735849,53.794676,0.25,not owned by a public authority,,not permissioned,,,,,9,,,,9,9,,,,11/07/2016,01/02/2019,3354,428187,433236
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01113,,"""Finning (uk) Ltd, Gelderd Road, Gildersome, LS27 7JS""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01113,ETRS89,-1.6306141,53.7537,3.81,not owned by a public authority,,not permissioned,,,,,85,,,,85,85,,,,11/07/2016,01/02/2019,3378,424454,428656
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01119,,"""Site of Makro Supermarket on Royds Lane, Lower Wortley, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01119,ETRS89,-1.5930356,53.778547,3.70,not owned by a public authority,,not permissioned,,,,,111,,,,111,111,,,,11/07/2016,01/02/2019,3386,426916,431434
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01127,,"""Sugar Mill, Oakhurst Avenue (just Off Dewsbury Road), Leeds, LS11 7DF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01127,ETRS89,-1.5618875,53.766312,1.85,not owned by a public authority,,not permissioned,,,,,60,,,,60,60,,,,11/07/2016,01/02/2019,3394,428977,430085
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01141,,"""New Wortley, Wellington Road Industrial Estate, Wellington Road, LS12 2ue, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01141,ETRS89,-1.564624,53.796558,2.48,not owned by a public authority,,not permissioned,,,,,325,,,,325,325,,,,11/07/2016,01/02/2019,3408,428776,433449
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01145,,"""Site At Waterloo Lane And Waterloo Way, LS13 2, Leeds""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01145,ETRS89,-1.62575,53.812961,1.25,not owned by a public authority,,not permissioned,,,,,20,,,,20,20,,,,11/07/2016,01/02/2019,3412,424740,435251
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01186,,"""Holdforth Place, New Wortley, LS12 1""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01186,ETRS89,-1.5720172,53.793583,0.82,owned by a public authority,yes,not permissioned,,,,,48,,,,48,48,,,,11/07/2016,01/02/2019,3454,428291,433115
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01191,,"""Land Adjacent, St Hildas Church, Knowsthorpe Crescent/cross Green Lane""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01191,ETRS89,-1.5191331,53.787909,0.33,mixed ownership,yes,permissioned,reserved matters approval,12/11/2015,,,86,Reserved Matters Application for residential development comprising 86 flats and car parking,,,86,86,,,,11/07/2016,01/02/2019,3459,431779,432506
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01201,,"""Park Lees, St Anthony's Road, Beeston""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01201,ETRS89,-1.5693759,53.771328,0.51,owned by a public authority,yes,not permissioned,,,,,18,,,,18,18,,,,11/07/2016,01/02/2019,4002,428480,430640
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01326,,"""Town End Works, Back Lane, Bramley, Leeds, LS13 4es""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01326,ETRS89,-1.6252901,53.804924,0.25,not owned by a public authority,,not permissioned,,,,,28,,,,28,28,,,,11/07/2016,01/02/2019,4199,424775,434357
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01344,,"""Cookridge Fire Station, Otley Old Road, LS16 7bf""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01344,ETRS89,-1.6123116,53.853867,0.42,not owned by a public authority,yes,permissioned,outline planning permission,30/10/2017,,,10,"Outline planning application for residential development, including means of access, of up to 10 dwellings",,,10,10,,,,11/07/2016,01/02/2019,4217,425600,439807
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01360,,"""Land Off Farrar Lane, Holt Park, LS16 7""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01360,ETRS89,-1.6042459,53.854785,0.86,owned by a public authority,yes,not permissioned,,,,,16,,,,16,16,,,,11/07/2016,01/02/2019,4233,426130,439912
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01400,,"""Land At 25 - 29 High Street, Kippax""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01400,ETRS89,-1.3689831,53.767035,0.40,not owned by a public authority,yes,not permissioned,,,,,16,,,,16,16,,,,11/07/2016,01/02/2019,5013,441692,430261
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01401,,"""Gledhow Road/gledhow Terrace""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01401,ETRS89,-1.5244554,53.809861,0.43,owned by a public authority,yes,not permissioned,,,,,25,,,,25,25,,,,11/07/2016,01/02/2019,5014,431412,434946
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01402,,"""Kendall Carr, Hanover Mount, Woodhouse""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01402,ETRS89,-1.5607708,53.80209,0.20,owned by a public authority,yes,permissioned,full planning permission,18/02/2015,,,1,"Demolition of existing vacant building and replacement with new residential block of 23 flats, with associated vehicular access, parking and landscaping",,,1,1,,,,11/07/2016,01/02/2019,5015,429026,434066
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01404,,"""Amberton Hop, Thorn Mount, Gipton""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01404,ETRS89,-1.4982535,53.815417,0.55,owned by a public authority,yes,not permissioned,,,,,20,,,,20,20,,,,11/07/2016,01/02/2019,5017,433133,435576
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01407,,"""Burley Willows Care Home, Willow Garth, Burley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01407,ETRS89,-1.5737541,53.804941,0.47,owned by a public authority,yes,not permissioned,,,,,28,,,,28,28,,,,11/07/2016,01/02/2019,5020,428169,434378
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01408,,"""Leeds Valve Co Ltd, 23 - 25 Town End, Gildersome, Morley, Leeds, LS27 7HF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01408,ETRS89,-1.6275008,53.759326,0.28,not owned by a public authority,yes,not permissioned,,,,,9,,,,9,9,,,,11/07/2016,01/02/2019,5100,424656,429283
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01412,,"""18 Queen Square, Leeds, LS2""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01412,ETRS89,-1.5444026,53.803539,0.03,not owned by a public authority,yes,permissioned,full planning permission,10/07/2013,,,4,Change of use and alterations of vacant offices to seven flats,,,4,4,,,,11/07/2016,01/02/2019,5104,430103,434234
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01417,,"""Browning House, 126 Chapeltown Road, Chapeltown""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01417,ETRS89,-1.5320256,53.814645,0.25,not owned by a public authority,yes,permissioned,full planning permission,13/02/2017,,,21,Change of use of family assessment centre (Browning House and Jubilee House) to 21 apartments,,,21,21,,,,11/07/2016,01/02/2019,5109,430910,435475
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01427,,"""Timber Tops Forsythia Avenue East Ardsley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01427,ETRS89,-1.6592239,53.758467,0.46,not owned by a public authority,yes,permissioned,reserved matters approval,09/06/2017,,,8,Reserved Matters Application for eight dwellings,,,8,8,,,,11/07/2016,01/02/2019,5117,422565,429177
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01430,,"""Whitecote Hill LS13""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01430,ETRS89,-1.6383963,53.815273,0.24,not owned by a public authority,yes,permissioned,reserved matters approval,29/06/1999,,,5,1 block of 4 two bedroom flats and detached block of garages,,,5,5,,,,11/07/2016,01/02/2019,5120,423906,435504
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01431,,"""Parkside Works Otley Road Guiseley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01431,ETRS89,-1.7142751,53.873504,0.24,not owned by a public authority,yes,not permissioned,,,,,7,,,,7,7,,,,11/07/2016,01/02/2019,5121,418884,441960
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01432,,"""17 Regent Street Sheepscar""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01432,ETRS89,-1.5335196,53.803191,0.23,not owned by a public authority,yes,not permissioned,,,,,73,,,,73,73,,,,11/07/2016,01/02/2019,5122,430820,434200
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01434,,"""Pepper Road LS10""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01434,ETRS89,-1.5219682,53.770825,0.32,not owned by a public authority,yes,permissioned,full planning permission,17/06/2016,,,12,Laying out of access and erection of 12 dwellings,,,12,12,,,,11/07/2016,01/02/2019,5124,431605,430604
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01439,,"""Sharp Lane Robin Hood""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01439,ETRS89,-1.5101143,53.743822,0.29,not owned by a public authority,yes,permissioned,reserved matters approval,31/03/2008,,,9,Laying out of access road and erection of 9 houses,,,9,9,,,,11/07/2016,01/02/2019,5129,432407,427605
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01445,,"""Musgrave Court Crawshaw Road Pudsey""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01445,ETRS89,-1.6627219,53.793279,0.39,owned by a public authority,yes,not permissioned,,,,,14,,,,14,14,,,,11/07/2016,01/02/2019,5135,422316,433049
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01454,,"""Healey Croft Westerton Road West Ardsley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01454,ETRS89,-1.5540102,53.725118,1.31,owned by a public authority,,not permissioned,,,,,38,,,,38,38,,,,01/02/2019,01/02/2019,5144,429525,425505
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01467,,"""6 - 12 Lands Lane, LS1 6LD""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01467,ETRS89,-1.5432338,53.797917,0.05,not owned by a public authority,yes,not permissioned,,,,,18,,,,18,18,,,,11/07/2016,01/02/2019,5157,430184,433609
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01471,,"""Grove Park Care Home Grove Lane Meanwood""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01471,ETRS89,-1.5648123,53.823838,0.36,not owned by a public authority,yes,not permissioned,,,,,77,,,,77,77,,,,11/07/2016,01/02/2019,5161,428745,436484
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01475,,"""Land at Moor Knoll Lane East Ardsley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01475,ETRS89,-1.5433679,53.731001,0.50,not owned by a public authority,yes,not permissioned,,,,,11,,,,11,11,,,,19/12/2017,01/02/2019,5165,430223,426164
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01485,,"""53 The Calls, Leeds, LS2 7EY""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01485,ETRS89,-1.5346166,53.794621,0.04,not owned by a public authority,yes,permissioned,determination for permitted development,19/02/2015,,,19,Change of use of office to sixteen self-contained flats,,,19,19,,,,11/07/2016,01/02/2019,5175,430754,433246
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01486,,"""29 - 31 Moor Road, Headingley, Leeds, LS6 4BG""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01486,ETRS89,-1.5793515,53.828266,0.95,not owned by a public authority,yes,not permissioned,,,,,32,,,,32,32,,,,11/07/2016,01/02/2019,5176,427785,436971
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01488,,"""Leeds Trinity University College, Brownberrie Lane, Horsforth, Leeds, LS18 5HD""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01488,ETRS89,-1.6462948,53.847681,0.24,not owned by a public authority,yes,not permissioned,,,,,29,,,,29,29,,,,11/07/2016,01/02/2019,5178,423368,439107
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01637,,"""Wykebeck Avenue, Osmondthorpe""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01637,ETRS89,-1.3414198,53.796952,105.92,owned by a public authority,yes,permissioned,full planning permission,27/07/2017,,,55,Residential development of 102 dwellings; new public open space and associated highway improvements,,,55,55,,,,11/07/2016,01/02/2019,2141A,443478,433606
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01653,,"""Burley House, 12 Clarendon Road, Woodhouse, Leeds, LS2 9NF""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01653,ETRS89,-1.5564288,53.802047,0.09,not owned by a public authority,yes,not permissioned,,,,,25,,,,25,25,,,,11/07/2016,01/02/2019,5199,429312,434063
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01656,,"""Former Railway Public House, Moor Knoll Lane, East Ardsley, WF3 2ED""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01656,ETRS89,-1.5435416,53.731757,0.38,not owned by a public authority,yes,permissioned,full planning permission,05/06/2015,,,9,Development of 10 houses and conversion of public house to 4 flats,,,9,9,,,,11/07/2016,01/02/2019,5202,430211,426248
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01657,,"""The Swinnow, Swinnow Lane, Swinnow, Leeds, LS13 4QX""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01657,ETRS89,-1.6412935,53.799688,0.26,not owned by a public authority,yes,permissioned,outline planning permission,30/06/2015,,,14,Outline application for residential development with all matters reserved,,,14,14,,,,11/07/2016,01/02/2019,5203,423724,433769
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01658,,"""3 Crowther Avenue, Calverley, Pudsey, LS28 5SA""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01658,ETRS89,-1.7039623,53.82836,0.44,not owned by a public authority,,not permissioned,,,,,5,,,,5,5,,,,11/07/2016,01/02/2019,5204,419583,436940
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01661,,"""22 Shire Oak Road, Headingley, Leeds, LS6 2DE""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01661,ETRS89,-1.5714734,53.82014,0.32,not owned by a public authority,,permissioned,full planning permission,29/04/2015,,,9,Alterations to house and new build extension to form an additional six flats; conversion of coach house to two flats; and conversion of east wing to one flat; restoration works to summer house and attached wall; restoration of boundary wall and entrance gate pillars,,,9,9,,,,11/07/2016,01/02/2019,5207,428309,436070
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01662,,"""Ledston Hall, Hall Lane, Ledston, Leeds, WF10 2BB""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01662,ETRS89,-1.3419412,53.755861,5.20,not owned by a public authority,yes,permissioned,full planning permission,29/05/2015,,,10,"Partial demolition and alterations to Ledston Hall to form 10 dwellings, erection of energy centre and stores with associated works including new access road, balancing ponds and parking.",,,10,10,,,,11/07/2016,01/02/2019,5208,443486,429034
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01663,,"""Broadlea Street, Leeds, LS13 2SD""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01663,ETRS89,-1.6140165,53.815593,0.73,owned by a public authority,yes,not permissioned,,,,,22,,,,22,22,,,,11/07/2016,01/02/2019,5209,425511,435548
http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,SHL01674,,"""Albert Drive, Morley""",https://leedscc.maps.arcgis.com/apps/webappviewer/index.html?id=612532561dc547fa93e683a5fca73079&find=SHL01674,ETRS89,-1.584061,53.749997,4.65,not owned by a public authority,yes,not permissioned,,,,,121,,,,121,121,,,,19/12/2017,01/02/2019,1284A_4211,427526,428261
