Organisation URL,Organisation Label,Site Reference,Alternative References,Previously Part Of,Site Name Address,Ward,Siteplan URL,Coordinate Reference System,GeoX,GeoY,Gross area (ha),Developable area (ha),Ownership Status,Deliverable,Planning Status,Permission Type,Permission Date,Planning History,Min Net Dwellings,Net Dwellings Range From,Net Dwellings Range To,Brownfield Coverage,Site Information,Notes,First Added Date,Last Updated Date
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR105,SE/13/02032,,"Bramblefield Close and Park Drive, Hartley, DA3 7RT",Hartley and Hodsoll Street,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,560072.0,168739.0,5.5,5.5,Not in Public Ownership,Deliverable,Permissioned,Extant,2013-11-12,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,71,71,,,"Redevelop existing garages and private station car park to form a 3 storey courtyard apartment building of 41 flats, provide 12 mews flats and extend existing buildings to provide 18 flats (total 71). Re-provide station parking (total 141 spaces) including the change of use of land and the provision of hard surfacing, add 70 new residential spaces, 42 resident spaces, landscaping and ancillary works.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR106,SE/09/02635,,"West Kent Cold Store, Rye Lane, TN14 5HD",Dunton Green & Riverhead,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,OSGB36,551542.0,157111.0,7.5,7.5,Not in Public Ownership,Deliverable,Permissioned,Extant,2010-03-11,https://pa.sevenoaks.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,500,500,,,"Redevelopment of site so as to accommodate a mixed-use development comprising 500 one, two, three, four and five bedroom residential units; 2,300sqm of commercial floor space (use class B1) and 460sqm medical facility together with associated access roads, car parking, landscaping and open space.",,2017-11-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR107,H1(b),ADMP,"Cramptons Road Water Works, Sevenoaks",Sevenoaks Northern,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,553057.0,156991.0,1.26,1.26,Not in Public Ownership,Deliverable,Not Permissioned,,,,70,70,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR108,H1(c),ADMP,"Sevenoaks Gasholder Station, Cramptons Road, Sevenoaks",Sevenoaks Northern,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,552855.0,157176.0,0.98,0.98,Not in Public Ownership,Developable,Not permissioned,,,,54,54,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR109,H1(d),ADMP,"School House Oak Lane & Hopgarden Lane, Sevenoaks",Sevenoaks Kippington,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,552639.0,154017.0,1.4,1.4,Not in Public Ownership,Developable,Not Permissioned,,,,28,28,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR110,H1(e ),ADMP,"Johnsons, at Oak Lane & Hopgarden Lane, Sevenoaks",Sevenoaks Kippington,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,552460.0,153856.0,1.36,1.36,Not in Public Ownership,Developable,Not Permissioned,,,,27,27,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR111,H1 (g),ADMP,"Bevan Place, Swanley",Swanley Christchurch & Swanley Village,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,551573.0,168401.0,0.46,0.46,In Public Ownership,Developable,Not Permissioned,,,,46,46,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR112,H1(h),ADMP,Bus garage/Kingdom Hall,Swanley Christchurch & Swanley Village,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,552197.0,168214.0,0.74,0.74,Not in Public Ownership,Deliverable,Not Permissioned,,,,45,45,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR113,H1(J),ADMP,"57 Top Dartford Road, Hextable",Hextable,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,552513.0,170860.0,0.51,0.51,Not in Public Ownership,Developable,Not Permissioned,,,,20,20,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR114,H2(a),ADMP,"Delivery & Post Office / BT Exchange, South Park, Sevenoaks",Sevenoaks Town and St. Johns,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,552931.0,154606.0,0.6,0.6,Not in Public Ownership,Developable,Not Permissioned,,,,51,51,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR115,H2(d),ADMP,"Station Approach, Edenbridge",Edenbridge North and East,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,544561.0,146509.0,1.00 (employment 0.5/residential 0.5),1,Not in Public Ownership,Deliverable,Not Permissioned,,,,20,20,,,,,2017-12-01,2017-12-01
http://opendatacommunities.org/id/district-council/sevenoaks,Sevenoaks District Council,BFR116,H2(e ),ADMP,"New Ash Green Village Centre, New Ash Green",Ash and New Ash Green,https://www.sevenoaks.gov.uk/downloads/download/128/allocations_and_development_management_plan,OSGB36,560553.0,165529.0,1.87,1.87,Not in Public Ownership,Developable,Not Permissioned,,,,70,70,,,,,2017-12-01,2017-12-01
* Sites include both brownfield and greenfield. Only the brownfield will be suitable for the purposes of the brownfield register.,,,,,,,,,,,,,,,,,,,,,,,,,,
